country,employer_name,location_name,location_state,location_country,job_title,total_experience_years,employer_experience_years,annual_base_pay,signing_bonus,annual_bonus,stock_value_bonus,total
US/EU,news org,uk,,,senior developer,13.0,2.0,93000.0,0.0,3000.0,0,96000.0
US/EU,altschool,san francisco,,,full stack engineer,2.5,1.5,105000.0,0.0,13000.0,30000,118000.0
US/EU,microsoft,"redmond, washington",WA,US,software engineer,1.5,1.5,114500.0,5000.0,12000.0,12500,131500.0
US/EU,evernote,redwood city,,,software engineer,3.0,1.0,105000.0,0.0,0.0,1000,105000.0
US/EU,state street,"princeton, nj",NJ,US,valuations officer / software dev,11.0,1.0,94000.0,0.0,1.0,0,94001.0
US/EU,amazon,seattle,,,sde1,0.0,0.0,95000.0,27000.0,,"50,000",122000.0
US/EU,unity technologies,"copenhagen, denmark",,DK,software developer,9.0,1.0,74000.0,0.0,0.0,,74000.0
US/EU,carfax,columbia mo,MO,US,software developer,3.0,1.0,70000.0,0.0,7000.0,0,77000.0
US/EU,self,belgrade,,,software engineer,9.0,3.0,40000.0,0.0,0.0,0,40000.0
US/EU,tune,"seattle, wa",WA,US,software engineer 3,6.0,2.0,120000.0,0.0,1000.0,1000,121000.0
US/EU,wayfair,boston,,,lead software engineer,3.0,3.0,110000.0,0.0,10000.0,10000,120000.0
US/EU,palantir,nyc,,,forward deployed engineer,5.0,2.0,150000.0,20000.0,15000.0,25000,185000.0
US/EU,kymeta,redmond,,,software engineer,,,120000.0,,,,120000.0
US/EU,public,spain,,ES,programmer,,,23000.0,,,,23000.0
US/EU,ibm,austin,,,software developer,3.0,3.0,74000.0,10000.0,500.0,,84500.0
US/EU,interana,"redwood city, ca",CA,US,site reliability engineer,5.0,0.5,140000.0,0.0,,,140000.0
US/EU,ibm,"uk, outside london",,,software develoepr,2.0,2.0,30000.0,0.0,300.0,0,30300.0
US/EU,demonware,vancouver,,,site reliability engineer,8.0,1.0,112000.0,10000.0,12000.0,0,134000.0
US/EU,mercury group of companies,"melbourne, australia",,AU,senior .net developer,16.0,2.0,105000.0,,,,105000.0
US/EU,edu-tech,uk,,,engineer,4.0,2.0,42660.0,,,Meh,42660.0
US/EU,joyent,san francisco,,,software engineer,10.0,4.0,70000.0,0.0,0.0,0,70000.0
US/EU,microsoft,seattle,,,software engineer,5.0,2.0,108000.0,50000.0,,5000,158000.0
US/EU,sfr,"lyon, france",,FR,network engineer,3.0,2.0,40000.0,,5500.0,,45500.0
US/EU,bw,"vancouver, bc",BC,CA,web developer,3.0,1.0,60000.0,0.0,300.0,0,60300.0
US/EU,liberty mutual,new hampshire,NH,US,developer intern,3.0,1.5,48000.0,0.0,0.0,0,48000.0
US/EU,nokia,"ottawa, canada",,CA,software designer,4.0,1.0,56000.0,0.0,0.0,0,56000.0
US/EU,google,"mountain view, ca",CA,US,software engineer,6.0,1.0,130000.0,0.0,20000.0,180000,150000.0
US/EU,emc,santa clara,,,full stack web developer,20.0,1.0,182000.0,0.0,30000.0,62000,212000.0
US/EU,synopsys,"mountain view, california",CA,US,software engineer,1.0,1.0,97000.0,,10000.0,,107000.0
US/EU,linkedin,mountain view,,,senior software engineer,7.0,1.0,165000.0,40000.0,16500.0,100000,221500.0
US/EU,ibm,canada,,CA,software engineer,4.0,4.0,75000.0,,4000.0,2000,79000.0
US/EU,ibm,"austin, tx",TX,US,software engineer,2.0,2.0,82000.0,3000.0,2000.0,0,87000.0
US/EU,airbnb,san francisco,,,software engineer,10.0,4.0,185000.0,0.0,0.0,"50,000",185000.0
US/EU,intuit,san diego,,,sde co-op,0.0,0.0,81120.0,7500.0,,,88620.0
US/EU,dell,remote,,,senior developer,17.0,3.0,130000.0,0.0,11000.0,0,141000.0
US/EU,j p morgan,"bournemouth, uk",,,software engineer,1.0,1.0,48348.0,7110.0,2844.0,0,58302.0
US/EU,disney interactive,"glendale, ca",CA,US,software engineer,4.0,3.0,88000.0,0.0,25000.0,0,113000.0
US/EU,local government,san diego,,,senior it engineer,11.0,9.0,109000.0,,,,109000.0
US/EU,ford,michigan,MI,US,mobile software engineer,4.0,3.0,82500.0,6000.0,6500.0,0,95000.0
US/EU,well funded non-profit,"washington, dc",WA,US,senior software engineer,11.0,4.0,146000.0,,2600.0,,148600.0
US/EU,microsoft,"redmond, wa",WA,US,program manager,20.0,10.0,185000.0,185000.0,40000.0,"50,000",410000.0
US/EU,liaison technologies,"atlanta, ga",GA,US,software engineer,3.0,1.0,90000.0,,,none,90000.0
US/EU,groupon,chicago,,,software engineer 2,10.0,2.0,105000.0,10000.0,2000.0,10000,117000.0
US/EU,etsy,new york city,NY,US,senior software engineer,4.5,3.5,135.0,0.0,0.0,3718,135.0
US/EU,livefyre,san francisco,,,senior software engineer,6.0,1.5,145000.0,0.0,0.0,0,145000.0
US/EU,small consulting firm,"houston, tx",TX,US,web developer,3.0,1.0,56000.0,0.0,0.0,0,56000.0
US/EU,undisclosed startup (75 people),"austin, tx",TX,US,senior full stack engineer,20.0,0.0,130000.0,0.0,0.0,0,130000.0
US/EU,ericsson,"san jose, ca",CA,US,system engineer - iv,9.0,7.0,141000.0,0.0,14000.0,0,155000.0
US/EU,ibm,germany,,DE,it architect mobile solutions,2.0,2.0,51000.0,0.0,2000.0,0,53000.0
US/EU,google,san francisco,,,software engineer,4.0,4.0,130500.0,,25000.0,"100,000",155500.0
US/EU,varagesale,"toronto, on",ON,CA,senior software developer,8.0,0.25,120000.0,0.0,0.0,0,120000.0
US/EU,ibm canada,toronto,,,band 7 software engineer,1.5,1.5,68940.0,10000.0,1500.0,0,80440.0
US/EU,google,new york,NY,US,web developer,3.0,7.0,103000.0,0.0,15000.0,2000,118000.0
US/EU,general dynamics mission systems,"pittsburgh, pa",PA,US,software engineer,20.0,7.0,140000.0,0.0,0.0,0,140000.0
US/EU,amazon,"seattle, washington",WA,US,software developer engineer ii,15.0,2.0,130000.0,40000.0,0.0,"15,000",170000.0
US/EU,contractor,"london, uk",,,software developer,3.0,1.0,184860.0,,,,184860.0
US/EU,mid sized silicon valley startup,"sunnyvale, ca",CA,US,software engineer,4.0,1.0,140000.0,10000.0,28000.0,,178000.0
US/EU,mathworks,"boston, ma",MA,US,software engineer,3.0,3.0,90000.0,5000.0,10000.0,0,105000.0
US/EU,cisco,cambridge ma,MA,US,software engineer ii,0.0,1.0,85000.0,0.0,0.0,20000,85000.0
US/EU,a security company,"atlanta, ga",GA,US,devops engineer,10.0,3.0,78000.0,0.0,0.0,0,78000.0
US/EU,facebook,menlo park,,,engineering manager,4.0,4.0,230000.0,25000.0,50000.0,750000,305000.0
US/EU,a video game company,poland,,PL,front-end web developer,2.0,2.0,17000.0,,,,17000.0
US/EU,a research institute,"frankfurt am main, germany",,DE,postdoc,8.0,4.0,50000.0,0.0,0.0,0,50000.0
US/EU,iheartradio,"new york, ny",NY,US,software engineer,1.5,1.0,100000.0,0.0,17000.0,0,117000.0
US/EU,the climate,san francisco,,,software engineer 2,2.0,2.0,120000.0,5000.0,0.0,20000,125000.0
US/EU,jamdeo canada,"oakville, on., canada",,CA,android application developer,4.0,2.0,88000.0,0.0,8800.0,0,96800.0
US/EU,dev shop using ms stack,"limerick, ireland",,IE,scrum master,5.0,1.5,67500.0,0.0,300.0,0,67800.0
US/EU,motum b2b,toronto,,,web developer,5.0,3.0,52000.0,0.0,4000.0,0,56000.0
US/EU,google,chicago,,,senior software engineer,4.0,4.0,140000.0,0.0,30000.0,70000,170000.0
US/EU,ai startup,toronto,,,r&d engineer,3.0,1.0,110000.0,,,68000,110000.0
US/EU,b2b saas co.,"salt lake city, ut",UT,US,software developer,4.0,3.0,78000.0,0.0,0.0,,78000.0
US/EU,anon,"los angeles, ca",CA,US,associate applications engineer,1.0,0.0,110000.0,,,,110000.0
US/EU,xyz,"redmond, wa",WA,US,ceo,15.0,,240000.0,0.0,0.0,0,240000.0
US/EU,jp morgan,new york,NY,US,application developer,,,110000.0,10000.0,20000.0,6000,140000.0
US/EU,epic systems,"verona, wi",WI,US,software developer,0.0,1.0,100000.0,,,,100000.0
US/EU,appdynamics,san francisco,,,senior software engineer,10.0,1.0,175000.0,0.0,20000.0,100000,195000.0
US/EU,nyc startup,nyc,,,full stack + android dev,4.0,2.0,100000.0,,,,100000.0
US/EU,,pittsburgh,,,robotics engineer,3.0,3.0,93000.0,0.0,6000.0,,99000.0
US/EU,self-employeed,new york,NY,US,principal consultant,15.0,8.0,290000.0,0.0,0.0,0,290000.0
US/EU,mlb advanced media,new york,NY,US,front end developer,3.0,0.0,105000.0,0.0,5.0,,105005.0
US/EU,appdynamics,san francisco,,,software engineer 1,1.0,1.0,110000.0,40000.0,,,150000.0
US/EU,startup in la serving fortune 500,"los angeles, ca",CA,US,ux designer / front-end developer,5.0,1.0,90000.0,0.0,0.0,0,90000.0
US/EU,video game studio,seattle,,,senior software engineer,9.0,6.0,120000.0,0.0,0.0,0,120000.0
US/EU,akamai,"cambridge, ma",MA,US,software engineer,2.0,2.0,115000.0,30000.0,11500.0,25000,156500.0
US/EU,spawar,sam diego,,,computer scientist,14.0,8.0,92000.0,5000.0,0.0,0,97000.0
US/EU,amazon,"irvine, ca",CA,US,software engineer,8.0,4.0,160000.0,10000.0,,40000,170000.0
US/EU,startup,new york,NY,US,software engineer,3.0,2.0,110000.0,0.0,0.0,,110000.0
US/EU,apple,cupertino ca,CA,US,firmware engineer,,,105000.0,25000.0,30000.0,50000,160000.0
US/EU,tripadvisor,"needham, massachusetts",MA,US,software engineer,0.0,0.0,105000.0,10000.0,,~17000,115000.0
US/EU,emc,seattle,,,senior software development engineer,5.0,4.0,100000.0,10000.0,10000.0,5000,120000.0
US/EU,amazon,seattle,,,sde 1,0.0,0.0,95000.0,27000.0,20000.0,"25,000 3rd and 4th year",142000.0
US/EU,health benefits startup,"boston, ma",MA,US,software engineer,,,85000.0,,,,85000.0
US/EU,microsoft,redmond,,,software engineer,3.0,2.0,119320.0,25000.0,,2400,144320.0
US/EU,miller instruments,burnaby bc,BC,CA,calibration technician,,,36000.0,,,,36000.0
US/EU,google,mountain view,,,software engineer,1.0,0.0,110000.0,15000.0,0.0,45000,125000.0
US/EU,twitter,san francisco,,,sr software engineer,9.0,3.0,175000.0,0.0,0.0,300000,175000.0
US/EU,six to start,londnon,,,software engineer,5.0,1.0,42000.0,0.0,0.0,0,42000.0
US/EU,200 emp software company,san fransisco,,,software engineer,9.0,5.0,175000.0,,15000.0,50000 (non liquid),190000.0
US/EU,ibm,"columbus, oh",OH,US,advisory software engineer,32.0,11.0,111000.0,0.0,1200.0,0,112200.0
US/EU,elastic,puerto rico,,PR,software engineer,6.0,1.0,100000.0,5000.0,,9,105000.0
US/EU,yahoo,"sunnyvale, california",CA,US,software systems development engineer,4.0,2.0,126000.0,12000.0,8000.0,12000,146000.0
US/EU,fireeye,remote,,,devops engineer,10.0,1.7,108000.0,0.0,10000.0,4000,118000.0
US/EU,e-commerce provider,"adelaide, au",,,development lead,14.0,8.0,98000.0,0.0,6000.0,0,104000.0
US/EU,ibm,"dallas, tx",TX,US,ruby on rails developer,10.0,1.0,130000.0,0.0,5.0,,130005.0
US/EU,amazon,seattle,,,software development engineer ii,3.0,3.0,100000.0,50000.0,0.0,40000,150000.0
US/EU,google,bay area,,,site reliability engineer,1.0,1.0,110000.0,15000.0,22000.0,46000,147000.0
US/EU,okta,"san francisco, ca",CA,US,*operational role*,10.0,3.0,125000.0,0.0,0.0,5k shares,125000.0
US/EU,google,nyc,,,software engineer (swe iii),8.0,1.0,150000.0,40000.0,22500.0,130000,212500.0
US/EU,hudl,nebraska,NE,US,software engineer,3.0,2.0,90000.0,0.0,4500.0,,94500.0
US/EU,dun & bradstreet,"austin, texas",TX,US,customer support technician,5.0,5.0,47000.0,,,,47000.0
US/EU,mit bcs,"cambridge, ma",MA,US,graduate student,14.0,5.0,30000.0,0.0,0.0,0,30000.0
US/EU,moneylion,kuala lumpur,,,software engineer,10.0,1.0,32524.0,0.0,0.0,0,32524.0
US/EU,small startup,atlanta,,,data scientist,1.0,1.0,90000.0,0.0,0.0,,90000.0
US/EU,stripe,san francisco,,,software engineer,2.0,2.0,160000.0,,,500000,160000.0
US/EU,leonteq securities ag,zÌ_rich,,,software engineer,8.0,1.0,130000.0,,,,130000.0
US/EU,higher learning technology,iowa,IA,US,software engineer,15.0,2.0,130000.0,0.0,0.0,0,130000.0
US/EU,google,"mountain view, ca",CA,US,swe,2.0,2.0,160000.0,0.0,24000.0,40000,184000.0
US/EU,twitter,seattle,,,software engineer,8.0,1.5,210000.0,0.0,0.0,"$400,000",210000.0
US/EU,startup medical devices,bay area,,,senior software engineer,18.0,1.0,165000.0,0.0,0.0,0,165000.0
US/EU,jaguar land rover,"portland, or",OR,US,software engineer,8.0,2.0,95000.0,,13000.0,,108000.0
US/EU,lyft,san francisco,,,tech lead,6.0,1.0,170000.0,0.0,0.0,100000,170000.0
US/EU,webcme,milwaukee,,,web developer,10.0,3.0,30000.0,0.0,0.0,0,30000.0
US/EU,micrsoft,redmond,,,principle software engineer,10.0,2.0,175000.0,100000.0,30000.0,75000,305000.0
US/EU,insurance company,il,,,software developer,3.0,0.5,62000.0,,6000.0,,68000.0
US/EU,bob,orange county,,,manager,12.0,10.0,120000.0,0.0,0.0,0,120000.0
US/EU,b2b startup,nyc,,,software engineer,15.0,3.0,200000.0,0.0,50000.0,30000,250000.0
US/EU,facebook,"new york,  ny",NY,US,executive assistant,10.0,5.0,40.0,,10000.0,"20,000",10040.0
US/EU,vanderbilt  medical center,nashville,,,systems software specialist,4.0,4.0,57000.0,0.0,0.0,0,57000.0
US/EU,too small to say,australia,,AU,software engineer,6.0,0.0,99190.0,,,,99190.0
US/EU,expedia,vancouver,,,software developer,2.0,2.0,70000.0,,,,70000.0
US/EU,freelance,new york city,NY,US,designer/developer,10.0,10.0,100000.0,0.0,50000.0,0,150000.0
US/EU,aol,baltimore,,,software engineer,2.0,1.0,73500.0,,7350.0,,80850.0
US/EU,amazon,dc area,,,system engineer,4.0,1.0,85000.0,14000.0,,,99000.0
US/EU,accenture,philippines,,PH,associate manager,4.0,2.0,34500.0,,,-,34500.0
US/EU,smartthings,minneapolis,,,senior software engineer,11.0,1.0,140000.0,0.0,28000.0,0,168000.0
US/EU,carbonite,boston,,,software engineer,3.0,2.0,90000.0,8000.0,9000.0,20000,107000.0
US/EU,insight,phoenix az,AZ,US,security engineer,10.0,8.0,99480.0,0.0,1.0,,99481.0
US/EU,ui programmer,argentina,,AR,php developer,7.0,0.5,900.0,,,,900.0
US/EU,enernoc,vancouver bc,BC,CA,software engineer,1.0,1.0,61000.0,0.0,2000.0,0,63000.0
US/EU,etsy,brooklyn,,,software engineer,5.0,0.75,115000.0,0.0,0.0,4000,115000.0
US/EU,random company,viÈàt nam,,,senior devops,5.0,3.0,28800.0,0.0,0.0,0,28800.0
US/EU,google,mountain view,,,software engineer,2.0,1.0,110000.0,7000.0,16500.0,46000,133500.0
US/EU,freelance,remote,,,web development consultant,7.0,2.0,30.0,0.0,0.0,0,30.0
US/EU,cerner,kansas city,KS,US,java contractor,13.0,1.0,170000.0,0.0,0.0,0,170000.0
US/EU,multinational in fmcg,"madrid, spain",,ES,security manager,15.0,1.0,70000.0,7000.0,,,77000.0
US/EU,hpe,bangalore,,,tech lead,22.0,1.0,3700000.0,,,,3700000.0
US/EU,anonymous,new york city,NY,US,software engineer,4.0,1.0,120000.0,5000.0,,"15,000",125000.0
US/EU,microsoft,"redmond, wa",WA,US,pm ii,2.0,2.0,124000.0,0.0,10000.0,20000,134000.0
US/EU,p tech,los angeles,,,exec,11.0,1.0,275000.0,,20.0,na,275020.0
US/EU,choice hotels,"scottsdale, az",AZ,US,software engineer 3,10.0,3.0,110000.0,2000.0,0.0,4000,112000.0
US/EU,power utility,new zealand,,NZ,systems engineer,6.0,6.0,100000.0,0.0,0.0,0,100000.0
US/EU,saas company,"st petersburg, fl",FL,US,software developer,3.0,1.0,44000.0,0.0,0.0,1% stock,44000.0
US/EU,amazon,seattle,,,web development engineer,6.0,1.0,95000.0,15000.0,0.0,"10,000",110000.0
US/EU,sessionm,boston,,,software engineer,3.0,1.0,90000.0,,,4000 Shares,90000.0
US/EU,intuit,"mountain view, ca",CA,US,software engineer,1.0,1.0,102.0,10.0,12000.0,15000,12112.0
US/EU,public internet co,sf,,,software engineer,14.0,1.0,175000.0,20000.0,0.0,150000,195000.0
US/EU,microsoft,redmond,,,software engineer,1.0,0.0,106000.0,5000.0,,60000,111000.0
US/EU,chevron,"houston, tx",TX,US,geoscientific software developer,11.0,4.0,140000.0,12000.0,15000.0,0,167000.0
US/EU,fast enterprises,colorado,CO,US,implementation consultant,2.0,0.0,80000.0,6000.0,5000.0,0,91000.0
US/EU,apple,cupertino,,,senior software engineer,9.0,1.0,160000.0,0.0,10000.0,50000,170000.0
US/EU,audience,bangalore,,,senior software engineer,5.0,3.0,700000.0,0.0,0.0,0,700000.0
US/EU,small company,"atlanta, ga",GA,US,software engineer,3.0,3.0,80000.0,3000.0,5000.0,,88000.0
US/EU,finra,"washington, dc",WA,US,data scientist,5.0,0.0,130000.0,8000.0,10.0,,138010.0
US/EU,psg tecnologia ltda,"campo grande, mato grosso do sul, brazil",,BR,analista de sistemas,3.0,3.0,36276.0,0.0,3023.0,0,39299.0
US/EU,fuze,cambridge ma,MA,US,support level 2,3.0,1.0,43000.0,0.0,0.0,,43000.0
US/EU,google,"mountain view, ca",CA,US,senior software engineer,11.0,11.0,190000.0,7000.0,30000.0,150000,227000.0
US/EU,safeguard properties,"cleveland, oh",OH,US,linux engineer,10.0,1.0,87000.0,,,,87000.0
US/EU,tripadvisor,singapore,,SG,senior data scientist,3.0,1.0,85000.0,0.0,15.0,33000,85015.0
US/EU,the new york times,nyc,,,senior software developer,5.0,3.0,88000.0,,4000.0,,92000.0
US/EU,fei systems,"columbia, md",MD,US,developer,7.0,3.0,120000.0,0.0,3000.0,0,123000.0
US/EU,a networking startup,san jose,,,software engineer,3.5,2.5,116000.0,0.0,0.0,1000-3000,116000.0
US/EU,inmobi,bangalore,,,tech lead,8.0,4.0,3500000.0,0.0,500000.0,,4000000.0
US/EU,mindera,"porto, portugal",,PT,software engineer,4.0,1.0,23000.0,,7000.0,,30000.0
US/EU,amazon,seattle,,,software development engineer i,0.75,0.75,95000.0,27000.0,20000.0,15000,142000.0
US/EU,businessolver,"des moines, ia",IA,US,sr. developer,20.0,2.0,115000.0,0.0,5000.0,0,120000.0
US/EU,national instruments,"austin, tx",TX,US,software engineer,3.0,3.0,70000.0,0.0,0.0,0,70000.0
US/EU,queensland government,"brisbane, australia",,AU,senior technical consultant,9.0,5.0,84500.0,,,,84500.0
US/EU,indiegogo,"san francisco, ca",CA,US,software engineer,2.0,2.0,120000.0,5000.0,,,125000.0
US/EU,telecommunications software supplier,remote usa,,,"senior manager, delivery",15.0,10.0,145000.0,0.0,20.0,0,145020.0
US/EU,pra health science,"lenexa, ks",KS,US,mgr of it 1,5.0,1.0,115000.0,0.0,11500.0,0,126500.0
US/EU,bank,philadelphia,,,software engineer,5.0,0.5,85000.0,0.0,3000.0,0,88000.0
US/EU,symantec,mountain view,,,sr devops,18.0,5.0,162000.0,,13000.0,4900,175000.0
US/EU,mozilla,"toronto, canada",,CA,staff software engineer,10.0,5.0,125000.0,10000.0,55000.0,,190000.0
US/EU,nyt,nyc,,,software engineer,1.0,1.0,100250.0,0.0,5000.0,0,105250.0
US/EU,blackrock,new york,NY,US,vice president,7.0,7.0,125000.0,,36000.0,,161000.0
US/EU,pre-series-b transportation startup,los angeles,,,data engineer,3.0,0.5,82500.0,1000.0,15000.0,0,98500.0
US/EU,uber,"san francisco, ca",CA,US,software engineer i,6.0,2.0,130000.0,0.0,50000.0,435000,180000.0
US/EU,google,"pittsburgh, pa",PA,US,software engineer ii,2.0,1.0,97000.0,10000.0,15000.0,46000,122000.0
US/EU,riot games,"los angeles, ca",CA,US,software engineer,4.0,2.0,85000.0,0.0,0.0,60000,85000.0
US/EU,freelancer,montreal,,,"software developer (python, javascript)",,,107000.0,,,,107000.0
US/EU,a salesforce consulting firm,new york city,NY,US,technical architect,2.5,2.5,115000.0,0.0,11500.0,0,126500.0
US/EU,charity,australia,,AU,development manager,17.0,3.0,98000.0,0.0,0.0,0,98000.0
US/EU,facebook,"menlo park, ca",CA,US,software engineer,6.0,6.0,205000.0,5000.0,50000.0,160000,260000.0
US/EU,atlassian,sydney,,,senior developer,11.0,1.0,106000.0,106000.0,10.0,,212010.0
US/EU,intercontinental exchange,"atlanta, ga",GA,US,senior software developer,12.0,,120000.0,30000.0,24000.0,"$24,000",174000.0
US/EU,bloomberg lp,"new york, new york",NE,US,senior software engineer,10.0,2.0,170.0,0.0,30.0,0,200.0
US/EU,23andme,"salt lake city, ut",UT,US,senior bioinformatician,5.0,1.0,125000.0,5000.0,12500.0,,142500.0
US/EU,starbucks,seattle,,,senior systems engineer,12.0,2.0,112000.0,0.0,13000.0,2000,125000.0
US/EU,starbucks,seattle,,,senior systems engineer,12.0,2.0,112000.0,0.0,13000.0,2000,125000.0
US/EU,local startup,"ann arbor, mi",MI,US,project manager,3.0,1.0,90000.0,0.0,10000.0,0,100000.0
US/EU,twitter,remote,,,senior software engineer,8.0,3.0,160000.0,,,20k RSUs over 4 years,160000.0
US/EU,facebook,seattle,,,software engineer,1.0,1.0,105000.0,50000.0,10000.0,25000,165000.0
US/EU,simple,new york,NY,US,security engineer,5.0,1.0,130000.0,0.0,50.0,0,130050.0
US/EU,google,mountain view,,,software engineer iii (level 4),3.0,2.0,139000.0,5000.0,30000.0,58000,174000.0
US/EU,startup-ish,"san jose, ca",CA,US,member of technical staff,2.0,2.0,135000.0,15000.0,,,150000.0
US/EU,unicorn,new york,NY,US,staff engineer,10.0,4.0,210000.0,0.0,0.0,~.1% over 4 years,210000.0
US/EU,consulting startup ~20p,"san francisco, ca",CA,US,software engineer,5.0,0.5,90000.0,3000.0,0.0,0.075,93000.0
US/EU,honestbee,singapore,,SG,senior software engineer,5.5,1.0,66000.0,0.0,0.0,0,66000.0
US/EU,tc,shanghai,,,software engineer,6.0,6.0,28000.0,0.0,28000.0,0,56000.0
US/EU,apple,palo alto california,CA,US,ceo,30.0,18.0,10280000.0,,,50000000,10280000.0
US/EU,google,boston ma,MA,US,software engineer iii,7.0,4.0,130000.0,0.0,30000.0,70000,160000.0
US/EU,ibm,kansas,KS,US,software engineer,3.0,3.0,84000.0,0.0,0.0,0,84000.0
US/EU,microsoft,redmond,,,sde i,1.0,1.0,105000.0,20000.0,10.0,15000,125010.0
US/EU,id.me,"mclean, va",VA,US,software engineer,2.0,1.0,70000.0,0.0,0.0,2k shares 4 year vest,70000.0
US/EU,statuspage.io,"denver, co",CO,US,developer,5.0,1.0,205000.0,15000.0,,15%,220000.0
US/EU,conae,argentina,,AR,saocom ground segment & operations manager,11.0,3.0,32900.0,0.0,0.0,0,32900.0
US/EU,bc hydro,"vancouver, bc",BC,CA,engineer-in-training,3.0,1.5,45.96,0.0,0.0,0,45.96
US/EU,google,los angeles,,,sre swe,7.0,3.0,131.0,20000.0,20000.0,100000,40131.0
US/EU,autodesk,"shanghai, china",,CN,senior software engineer,2.0,1.0,34000.0,0.0,3000.0,0,37000.0
US/EU,filament,"madison, wi",WI,US,game engineer,1.0,1.0,45000.0,0.0,0.0,0,45000.0
US/EU,microsoft,"redmond, washington",WA,US,software developer i,0.0,1.0,105000.0,0.0,20.0,"$50,000 vested over 3 years",105020.0
US/EU,sanfrancisco unicorn,san francisco,,,principal engineer,13.0,4.0,185000.0,0.0,0.0,125000,185000.0
US/EU,iag,melbourne,,,developer,10.0,3.0,97000.0,0.0,5000.0,0,102000.0
US/EU,small fintech startup,"seattle, wa",WA,US,technical lead,12.0,2.0,144000.0,0.0,0.0,0,144000.0
US/EU,news & media,washington dc,WA,US,sr developer,10.0,1.0,125000.0,2000.0,,,127000.0
US/EU,amazon,vancouver,,,sde i,1.0,1.0,80000.0,15000.0,,15000,95000.0
US/EU,fundingcircle,"san francisco, ca",CA,US,software engineer,1.0,0.5,105000.0,0.0,,8000 Shares,105000.0
US/EU,paychex,rochester,,,data analyst,5.0,4.0,38000.0,0.0,1300.0,0,39300.0
US/EU,pre-series a hardware startup,san francisco,,,hardware engineer,6.0,0.0,85000.0,0.0,0.0,20000,85000.0
US/EU,montreal startup (10 employees 5+ years),"montreal, qc, canada",,CA,vp architecture,10.0,5.0,75000.0,0.0,0.0,10000,75000.0
US/EU,mitre,washington dc,WA,US,systems engineer 4,8.0,2.0,123000.0,,,,123000.0
US/EU,microsoft,seattle,,,software development engineer,0.0,0.0,106000.0,20000.0,15000.0,40000,141000.0
US/EU,google,los angeles,,,software engineer 2,1.0,1.0,108000.0,25000.0,5000.0,50000,138000.0
US/EU,epic systems,"madison, wi",WI,US,software developer,0.0,2.3,114.0,10000.0,10000.0,,20114.0
US/EU,knewton,"new york, ny",NY,US,software engineering manager,9.0,3.0,160000.0,0.0,0.0,"$45,000/yr @ Series E Valuation",160000.0
US/EU,a small web application shop,new zealand,,NZ,full stack developer,5.0,1.0,80000.0,0.0,0.0,0,80000.0
US/EU,yahoo,nyc,,,senior sde,5.0,1.0,168000.0,0.0,15000.0,30000,183000.0
US/EU,six flags entertainment,"grand prairie, tx",TX,US,web designer,6.0,1.0,50000.0,,,0,50000.0
US/EU,factset,"norwalk, ct",CT,US,software engineer,0.0,1.0,90000.0,5000.0,0.0,10000,95000.0
US/EU,zenefits,vancouver,,,software engineer,5.0,1.0,130000.0,,,,130000.0
US/EU,uber,nyc,,,senior software engineer,7.0,0.5,175000.0,0.0,,"$300,000",175000.0
US/EU,enbridge,"edmonton, alberta, canada",,CA,contract software developer,16.0,1.0,69.0,0.0,0.0,0,69.0
US/EU,intraix,singapore,,SG,software architect,1.0,1.0,3700.0,0.0,0.0,0,3700.0
US/EU,dell,austin,,,software dev principal engineer,11.0,11.0,118000.0,,15000.0,3000,133000.0
US/EU,shopify,canada,,CA,software developer,0.0,0.0,75000.0,0.0,0.0,"25,000",75000.0
US/EU,ibm,new york,NY,US,senior consultant,3.0,3.0,92000.0,7000.0,500.0,0,99500.0
US/EU,tv broadcast station,"chicago, il",IL,US,web developer,6.0,1.5,81000.0,,,,81000.0
US/EU,iscs,san jose,,,implementation engineer,0.0,0.1,70000.0,0.0,0.0,0,70000.0
US/EU,ibm,ohio,OH,US,advisory engineer,15.0,1.0,120000.0,5000.0,1200.0,,126200.0
US/EU,b2w digital,rio de janeiro,,,devops,13.0,1.0,30000.0,0.0,0.0,0,30000.0
US/EU,lancaster general hospital,"lancaster, pa",PA,US,it helpdesk,2.0,1.0,31000.0,0.0,0.0,0,31000.0
US/EU,digital blend,"seattle, wa",WA,US,senior developer,10.0,5.0,50000.0,0.0,2000.0,0,52000.0
US/EU,contractor,toronto,,,frontend web developer,7.0,3.0,85000.0,0.0,500.0,0,85500.0
US/EU,federal government,washington dc,WA,US,computer scientist,6.0,5.0,83000.0,0.0,0.0,0,83000.0
US/EU,google,mountain view,,,chief research engineer,13.0,4.0,267000.0,242000.0,48000.0,"182,000",557000.0
US/EU,guidewire software,"foster city, ca",CA,US,devops engineer,10.0,0.0,160000.0,5000.0,10.0,15000,165010.0
US/EU,epri,"knoxviile, tn",TN,US,senior project manager,12.0,10.0,115000.0,0.0,19000.0,0,134000.0
US/EU,ecommerce,oregon,OR,US,software engineer,12.0,3.5,150000.0,0.0,0.0,0,150000.0
US/EU,new york times,"new york, ny",NY,US,web developer,16.0,1.0,10600.0,5000.0,15900.0,,31500.0
US/EU,integra,"anacortes, wa",WA,US,support engineer,6.0,3.0,45000.0,0.0,500.0,0,45500.0
